id,archetype_id,name,price_multiplier_mean,price_multiplier_stdev,pixabay_term,characteristics,weights
17,2,Burger Wegański,1.0,0.133,vegan burger,"{""flavor_umami"": 0.8, ""flavor_saltiness"": 0.6, ""texture_chewy"": 0.5, ""physics_richness"": 1.0, ""physics_temperature"": 0.9, ""context_portion_preference"": 0.8, ""flavor_sweetness"": 0.5, ""flavor_bitterness"": 0.5, ""flavor_spiciness"": 0.5, ""flavor_sourness"": 0.5, ""texture_crispy"": 0.5, ""texture_creamy"": 0.5, ""physics_freshness"": 0.5, ""context_price_sensitivity"": 0.5}","{""flavor_spiciness"": 1.4, ""physics_richness"": 1.5, ""physics_temperature"": 0.1, ""flavor_sweetness"": 0.4, ""_default"": 1.0}"
18,2,BBQ Burger,1.2,0.1,bbq burger,"{""flavor_umami"": 0.8, ""flavor_saltiness"": 0.6, ""texture_chewy"": 0.5, ""physics_richness"": 1.0, ""physics_temperature"": 0.9, ""context_portion_preference"": 0.8, ""flavor_sweetness"": 0.5, ""flavor_bitterness"": 0.5, ""flavor_spiciness"": 0.5, ""flavor_sourness"": 0.5, ""texture_crispy"": 0.5, ""texture_creamy"": 0.5, ""physics_freshness"": 0.5, ""context_price_sensitivity"": 0.5}","{""flavor_spiciness"": 1.4, ""physics_richness"": 1.5, ""physics_temperature"": 0.1, ""flavor_sweetness"": 0.4, ""_default"": 1.0}"
19,2,Mushroom Swiss,1.15,0.1,burger,"{""flavor_umami"": 1.0, ""flavor_saltiness"": 0.6, ""texture_chewy"": 0.5, ""physics_richness"": 0.8, ""physics_temperature"": 0.8, ""context_portion_preference"": 0.8, ""flavor_sweetness"": 0.5, ""flavor_bitterness"": 0.5, ""flavor_spiciness"": 0.5, ""flavor_sourness"": 0.5, ""texture_crispy"": 0.5, ""texture_creamy"": 0.5, ""physics_freshness"": 0.5, ""context_price_sensitivity"": 0.5}","{""flavor_spiciness"": 1.4, ""physics_richness"": 1.5, ""physics_temperature"": 0.1, ""flavor_sweetness"": 0.4, ""_default"": 1.0}"
20,2,Double Cheeseburger,1.4,0.1,cheeseburger,"{""flavor_umami"": 0.8, ""flavor_saltiness"": 0.6, ""texture_chewy"": 0.5, ""physics_richness"": 1.0, ""physics_temperature"": 0.9, ""context_portion_preference"": 0.8, ""flavor_sweetness"": 0.5, ""flavor_bitterness"": 0.5, ""flavor_spiciness"": 0.5, ""flavor_sourness"": 0.5, ""texture_crispy"": 0.5, ""texture_creamy"": 0.9, ""physics_freshness"": 0.5, ""context_price_sensitivity"": 0.5}","{""flavor_spiciness"": 1.4, ""physics_richness"": 1.5, ""physics_temperature"": 0.1, ""flavor_sweetness"": 0.4, ""_default"": 1.0}"
21,2,Chicken Burger,1.1,0.1,chicken burger,"{""flavor_umami"": 0.8, ""flavor_saltiness"": 0.6, ""texture_chewy"": 0.5, ""physics_richness"": 1.0, ""physics_temperature"": 0.9, ""context_portion_preference"": 0.8, ""flavor_sweetness"": 0.5, ""flavor_bitterness"": 0.5, ""flavor_spiciness"": 0.5, ""flavor_sourness"": 0.5, ""texture_crispy"": 0.5, ""texture_creamy"": 0.5, ""physics_freshness"": 0.5, ""context_price_sensitivity"": 0.5}","{""flavor_spiciness"": 1.4, ""physics_richness"": 1.5, ""physics_temperature"": 0.1, ""flavor_sweetness"": 0.4, ""_default"": 1.0}"
22,2,Fish Burger,1.25,0.1,fish burger,"{""flavor_umami"": 0.8, ""flavor_saltiness"": 0.6, ""texture_chewy"": 0.5, ""physics_richness"": 1.0, ""physics_temperature"": 0.9, ""context_portion_preference"": 0.8, ""flavor_sweetness"": 0.5, ""flavor_bitterness"": 0.5, ""flavor_spiciness"": 0.5, ""flavor_sourness"": 0.5, ""texture_crispy"": 0.5, ""texture_creamy"": 0.5, ""physics_freshness"": 0.5, ""context_price_sensitivity"": 0.5}","{""flavor_spiciness"": 1.4, ""physics_richness"": 1.5, ""physics_temperature"": 0.1, ""flavor_sweetness"": 0.4, ""_default"": 1.0}"
23,3,Kebab Klasyczny,1.23,0.15,doner kebab meat,"{""flavor_saltiness"": 0.8, ""physics_richness"": 0.8, ""flavor_umami"": 0.7, ""context_price_sensitivity"": 0.9, ""physics_temperature"": 0.8, ""flavor_sweetness"": 0.5, ""flavor_bitterness"": 0.5, ""flavor_spiciness"": 0.5, ""flavor_sourness"": 0.5, ""texture_crispy"": 0.5, ""texture_creamy"": 0.5, ""texture_chewy"": 0.5, ""physics_freshness"": 0.5, ""context_portion_preference"": 0.5}","{""flavor_spiciness"": 1.5, ""physics_richness"": 1.3, ""physics_temperature"": 0.4, ""_default"": 1.0}"
24,3,Kebab w Bułce,0.69,0.115,doner kebab sandwich,"{""flavor_saltiness"": 0.8, ""physics_richness"": 0.8, ""flavor_umami"": 0.7, ""context_price_sensitivity"": 0.9, ""physics_temperature"": 0.8, ""flavor_sweetness"": 0.5, ""flavor_bitterness"": 0.5, ""flavor_spiciness"": 0.5, ""flavor_sourness"": 0.5, ""texture_crispy"": 0.5, ""texture_creamy"": 0.5, ""texture_chewy"": 0.5, ""physics_freshness"": 0.5, ""context_portion_preference"": 0.5}","{""flavor_spiciness"": 1.5, ""physics_richness"": 1.3, ""physics_temperature"": 0.4, ""_default"": 1.0}"
25,3,Kebab Box,0.85,0.115,kebab box,"{""flavor_saltiness"": 0.8, ""physics_richness"": 0.8, ""flavor_umami"": 0.7, ""context_price_sensitivity"": 0.9, ""physics_temperature"": 0.8, ""flavor_sweetness"": 0.5, ""flavor_bitterness"": 0.5, ""flavor_spiciness"": 0.5, ""flavor_sourness"": 0.5, ""texture_crispy"": 0.5, ""texture_creamy"": 0.5, ""texture_chewy"": 0.5, ""physics_freshness"": 0.5, ""context_portion_preference"": 0.5}","{""flavor_spiciness"": 1.5, ""physics_richness"": 1.3, ""physics_temperature"": 0.4, ""_default"": 1.0}"
26,3,Döner Kebab,1.0,0.115,doner kebab,"{""flavor_saltiness"": 0.8, ""physics_richness"": 0.8, ""flavor_umami"": 0.7, ""context_price_sensitivity"": 0.9, ""physics_temperature"": 0.8, ""flavor_sweetness"": 0.5, ""flavor_bitterness"": 0.5, ""flavor_spiciness"": 0.5, ""flavor_sourness"": 0.5, ""texture_crispy"": 0.5, ""texture_creamy"": 0.5, ""texture_chewy"": 0.5, ""physics_freshness"": 0.5, ""context_portion_preference"": 0.5}","{""flavor_spiciness"": 1.5, ""physics_richness"": 1.3, ""physics_temperature"": 0.4, ""_default"": 1.0}"
27,3,Adana Kebab,1.15,0.15,adana kebab,"{""flavor_saltiness"": 0.8, ""physics_richness"": 0.8, ""flavor_umami"": 0.7, ""context_price_sensitivity"": 0.9, ""physics_temperature"": 0.8, ""flavor_sweetness"": 0.5, ""flavor_bitterness"": 0.5, ""flavor_spiciness"": 0.5, ""flavor_sourness"": 0.5, ""texture_crispy"": 0.5, ""texture_creamy"": 0.5, ""texture_chewy"": 0.5, ""physics_freshness"": 0.5, ""context_portion_preference"": 0.5}","{""flavor_spiciness"": 1.5, ""physics_richness"": 1.3, ""physics_temperature"": 0.4, ""_default"": 1.0}"
28,3,Shawarma,1.08,0.115,shawarma,"{""flavor_saltiness"": 0.8, ""physics_richness"": 0.8, ""flavor_umami"": 0.7, ""context_price_sensitivity"": 0.9, ""physics_temperature"": 0.8, ""flavor_sweetness"": 0.5, ""flavor_bitterness"": 0.5, ""flavor_spiciness"": 0.5, ""flavor_sourness"": 0.5, ""texture_crispy"": 0.5, ""texture_creamy"": 0.5, ""texture_chewy"": 0.5, ""physics_freshness"": 0.5, ""context_portion_preference"": 0.5}","{""flavor_spiciness"": 1.5, ""physics_richness"": 1.3, ""physics_temperature"": 0.4, ""_default"": 1.0}"
29,3,Gyros,1.0,0.115,greek gyros,"{""flavor_saltiness"": 0.8, ""physics_richness"": 0.8, ""flavor_umami"": 0.7, ""context_price_sensitivity"": 0.9, ""physics_temperature"": 0.8, ""flavor_sweetness"": 0.5, ""flavor_bitterness"": 0.5, ""flavor_spiciness"": 0.5, ""flavor_sourness"": 0.5, ""texture_crispy"": 0.5, ""texture_creamy"": 0.5, ""texture_chewy"": 0.5, ""physics_freshness"": 0.5, ""context_portion_preference"": 0.5}","{""flavor_spiciness"": 1.5, ""physics_richness"": 1.3, ""physics_temperature"": 0.4, ""_default"": 1.0}"
30,4,Frytki Klasyczne,0.83,0.15,french fries portion,"{""flavor_saltiness"": 0.9, ""texture_crispy"": 1.0, ""physics_richness"": 1.0, ""physics_temperature"": 0.8, ""flavor_sweetness"": 0.5, ""flavor_bitterness"": 0.5, ""flavor_spiciness"": 0.5, ""flavor_umami"": 0.5, ""flavor_sourness"": 0.5, ""texture_creamy"": 0.5, ""texture_chewy"": 0.5, ""physics_freshness"": 0.5, ""context_price_sensitivity"": 0.5, ""context_portion_preference"": 0.5}","{""texture_crispy"": 1.5, ""physics_temperature"": 0.3, ""flavor_saltiness"": 1.3, ""_default"": 1.0}"
31,4,Frytki z Batatów,1.17,0.15,sweet potato fries bowl,"{""flavor_saltiness"": 0.9, ""texture_crispy"": 1.0, ""physics_richness"": 1.0, ""physics_temperature"": 0.8, ""flavor_sweetness"": 0.5, ""flavor_bitterness"": 0.5, ""flavor_spiciness"": 0.5, ""flavor_umami"": 0.5, ""flavor_sourness"": 0.5, ""texture_creamy"": 0.5, ""texture_chewy"": 0.5, ""physics_freshness"": 0.5, ""context_price_sensitivity"": 0.5, ""context_portion_preference"": 0.5}","{""texture_crispy"": 1.5, ""physics_temperature"": 0.3, ""flavor_saltiness"": 1.3, ""_default"": 1.0}"
32,4,Frytki z Serem i Bekonem,1.3,0.1,loaded fries cheese bacon,"{""flavor_saltiness"": 0.9, ""texture_crispy"": 1.0, ""physics_richness"": 1.0, ""physics_temperature"": 0.8, ""flavor_sweetness"": 0.5, ""flavor_bitterness"": 0.5, ""flavor_spiciness"": 0.5, ""flavor_umami"": 0.8, ""flavor_sourness"": 0.5, ""texture_creamy"": 0.9, ""texture_chewy"": 0.5, ""physics_freshness"": 0.5, ""context_price_sensitivity"": 0.5, ""context_portion_preference"": 0.5}","{""texture_crispy"": 1.5, ""physics_temperature"": 0.3, ""flavor_saltiness"": 1.3, ""_default"": 1.0}"
33,4,Frytki Pikantne,1.15,0.1,spicy fries portion,"{""flavor_saltiness"": 0.9, ""texture_crispy"": 1.0, ""physics_richness"": 1.0, ""physics_temperature"": 0.8, ""flavor_sweetness"": 0.5, ""flavor_bitterness"": 0.5, ""flavor_spiciness"": 1.0, ""flavor_umami"": 0.5, ""flavor_sourness"": 0.5, ""texture_creamy"": 0.5, ""texture_chewy"": 0.5, ""physics_freshness"": 0.5, ""context_price_sensitivity"": 0.5, ""context_portion_preference"": 0.5}","{""texture_crispy"": 1.5, ""physics_temperature"": 0.3, ""flavor_saltiness"": 1.3, ""_default"": 1.0}"
34,4,Frytki z Czosnkiem,1.1,0.1,garlic fries,"{""flavor_saltiness"": 0.9, ""texture_crispy"": 1.0, ""physics_richness"": 1.0, ""physics_temperature"": 0.8, ""flavor_sweetness"": 0.5, ""flavor_bitterness"": 0.5, ""flavor_spiciness"": 0.5, ""flavor_umami"": 0.5, ""flavor_sourness"": 0.5, ""texture_creamy"": 0.5, ""texture_chewy"": 0.5, ""physics_freshness"": 0.5, ""context_price_sensitivity"": 0.5, ""context_portion_preference"": 0.5}","{""texture_crispy"": 1.5, ""physics_temperature"": 0.3, ""flavor_saltiness"": 1.3, ""_default"": 1.0}"
35,4,Frytki Cajun,1.2,0.1,spicy potato wedges,"{""flavor_saltiness"": 0.9, ""texture_crispy"": 1.0, ""physics_richness"": 1.0, ""physics_temperature"": 0.8, ""flavor_sweetness"": 0.5, ""flavor_bitterness"": 0.5, ""flavor_spiciness"": 0.5, ""flavor_umami"": 0.5, ""flavor_sourness"": 0.5, ""texture_creamy"": 0.5, ""texture_chewy"": 0.5, ""physics_freshness"": 0.5, ""context_price_sensitivity"": 0.5, ""context_portion_preference"": 0.5}","{""texture_crispy"": 1.5, ""physics_temperature"": 0.3, ""flavor_saltiness"": 1.3, ""_default"": 1.0}"
36,5,Lody Waniliowe,0.86,0.143,vanilla ice cream,"{""flavor_sweetness"": 1.0, ""texture_creamy"": 0.8, ""physics_temperature"": 0.1, ""physics_richness"": 0.7, ""flavor_bitterness"": 0.5, ""flavor_spiciness"": 0.0, ""flavor_umami"": 0.5, ""flavor_sourness"": 0.5, ""flavor_saltiness"": 0.3, ""texture_crispy"": 0.5, ""texture_chewy"": 0.5, ""physics_freshness"": 0.5, ""context_price_sensitivity"": 0.5, ""context_portion_preference"": 0.5}","{""flavor_sweetness"": 1.5, ""physics_temperature"": 0.1, ""flavor_spiciness"": 0.1, ""flavor_saltiness"": 0.2, ""_default"": 1.0}"
37,5,Lody Czekoladowe,0.86,0.143,chocolate ice cream,"{""flavor_sweetness"": 1.0, ""texture_creamy"": 0.8, ""physics_temperature"": 0.1, ""physics_richness"": 0.7, ""flavor_bitterness"": 0.5, ""flavor_spiciness"": 0.0, ""flavor_umami"": 0.5, ""flavor_sourness"": 0.5, ""flavor_saltiness"": 0.3, ""texture_crispy"": 0.5, ""texture_chewy"": 0.5, ""physics_freshness"": 0.5, ""context_price_sensitivity"": 0.5, ""context_portion_preference"": 0.5}","{""flavor_sweetness"": 1.5, ""physics_temperature"": 0.1, ""flavor_spiciness"": 0.1, ""flavor_saltiness"": 0.2, ""_default"": 1.0}"
38,5,Lody Truskawkowe,0.93,0.143,strawberry ice cream,"{""flavor_sweetness"": 1.0, ""texture_creamy"": 0.8, ""physics_temperature"": 0.1, ""physics_richness"": 0.7, ""flavor_bitterness"": 0.5, ""flavor_spiciness"": 0.0, ""flavor_umami"": 0.5, ""flavor_sourness"": 0.5, ""flavor_saltiness"": 0.3, ""texture_crispy"": 0.5, ""texture_chewy"": 0.5, ""physics_freshness"": 0.5, ""context_price_sensitivity"": 0.5, ""context_portion_preference"": 0.5}","{""flavor_sweetness"": 1.5, ""physics_temperature"": 0.1, ""flavor_spiciness"": 0.1, ""flavor_saltiness"": 0.2, ""_default"": 1.0}"
39,5,Lody Cytrynowe,0.86,0.143,lemon ice cream,"{""flavor_sweetness"": 1.0, ""texture_creamy"": 0.8, ""physics_temperature"": 0.1, ""physics_richness"": 0.7, ""flavor_bitterness"": 0.5, ""flavor_spiciness"": 0.0, ""flavor_umami"": 0.5, ""flavor_sourness"": 0.7, ""flavor_saltiness"": 0.3, ""texture_crispy"": 0.5, ""texture_chewy"": 0.5, ""physics_freshness"": 0.5, ""context_price_sensitivity"": 0.5, ""context_portion_preference"": 0.5}","{""flavor_sweetness"": 1.5, ""physics_temperature"": 0.1, ""flavor_spiciness"": 0.1, ""flavor_saltiness"": 0.2, ""_default"": 1.0}"
40,5,Lody Karmelowe,0.93,0.143,caramel ice cream,"{""flavor_sweetness"": 1.0, ""texture_creamy"": 0.8, ""physics_temperature"": 0.1, ""physics_richness"": 0.7, ""flavor_bitterness"": 0.5, ""flavor_spiciness"": 0.0, ""flavor_umami"": 0.5, ""flavor_sourness"": 0.5, ""flavor_saltiness"": 0.3, ""texture_crispy"": 0.5, ""texture_chewy"": 0.5, ""physics_freshness"": 0.5, ""context_price_sensitivity"": 0.5, ""context_portion_preference"": 0.5}","{""flavor_sweetness"": 1.5, ""physics_temperature"": 0.1, ""flavor_spiciness"": 0.1, ""flavor_saltiness"": 0.2, ""_default"": 1.0}"
41,5,Lody Pistacjowe,1.14,0.143,pistachio ice cream,"{""flavor_sweetness"": 1.0, ""texture_creamy"": 0.8, ""physics_temperature"": 0.1, ""physics_richness"": 0.7, ""flavor_bitterness"": 0.5, ""flavor_spiciness"": 0.0, ""flavor_umami"": 0.5, ""flavor_sourness"": 0.5, ""flavor_saltiness"": 0.3, ""texture_crispy"": 0.5, ""texture_chewy"": 0.5, ""physics_freshness"": 0.5, ""context_price_sensitivity"": 0.5, ""context_portion_preference"": 0.5}","{""flavor_sweetness"": 1.5, ""physics_temperature"": 0.1, ""flavor_spiciness"": 0.1, ""flavor_saltiness"": 0.2, ""_default"": 1.0}"
42,5,Lody Kokosowe,1.0,0.143,coconut ice cream,"{""flavor_sweetness"": 1.0, ""texture_creamy"": 0.8, ""physics_temperature"": 0.1, ""physics_richness"": 0.7, ""flavor_bitterness"": 0.5, ""flavor_spiciness"": 0.0, ""flavor_umami"": 0.5, ""flavor_sourness"": 0.5, ""flavor_saltiness"": 0.3, ""texture_crispy"": 0.5, ""texture_chewy"": 0.5, ""physics_freshness"": 0.5, ""context_price_sensitivity"": 0.5, ""context_portion_preference"": 0.5}","{""flavor_sweetness"": 1.5, ""physics_temperature"": 0.1, ""flavor_spiciness"": 0.1, ""flavor_saltiness"": 0.2, ""_default"": 1.0}"
